customer_id,first_name,last_name,email,city,state,region,signup_date,loyalty_tier
C00290,Ryan,Ramsey,rjohnson@example.com,West Jason,HI,Midwest,2023-10-09,Bronze
C00291,Joshua,Stephenson,mendezchristina@example.net,Victorside,NJ,Northeast,2021-12-13,Silver
C00292,Christopher,Reyes,zgonzalez@example.net,Lake Virginia,ND,West,2021-08-06,Bronze
C00293,Veronica,Casey,timothy75@example.net,Paulburgh,AK,Northeast,2024-02-22,Platinum
C00294,Carla,Johnson,brian78@example.com,East Craig,TN,West,2023-06-26,Bronze
C00295,Joseph,Velasquez,gallagherstacie@example.net,Kellyburgh,HI,Northeast,2023-06-11,Silver
C00296,Brittany,Drake,robin05@example.net,New Stacy,MP,West,2025-08-14,Bronze
C00297,Amber,Thompson,davisjesse@example.org,New Timothymouth,PW,South,2023-02-22,Silver
C00298,Lindsay,Peterson,samantharichard@example.com,North Dylanberg,WI,South,2022-05-17,Silver
C00299,Meghan,Valencia,brookssheri@example.com,West Kevinberg,GA,South,2025-02-23,Bronze
C00300,Latoya,Yu,grant89@example.com,Lake Brianna,HI,South,2024-08-25,Bronze
C00301,Kurt,Barker,gregorysmith@example.net,Rosalesshire,AZ,West,2022-12-24,Silver
C00302,Carrie,Mccall,daniellegarcia@example.com,West Julie,IA,Midwest,2024-05-19,Bronze
C00303,Toni,Jackson,underwoodelizabeth@example.net,Seanview,IL,Northeast,2023-07-22,Gold
C00304,Heather,Bell,lebrandon@example.com,Costachester,NM,Northeast,2024-08-26,Bronze
C00305,Michael,Bennett,kkramer@example.net,East Shannon,AS,Northeast,2021-09-18,Silver
C00306,Kenneth,Flores,jonesgeorge@example.com,Lake Charles,MH,Northeast,2022-03-23,Bronze
C00307,Matthew,Galloway,bbush@example.net,New Pamela,GA,Northeast,2021-11-20,Silver
C00308,Craig,Harris,robertspencer@example.net,Donnaport,IA,Midwest,2022-04-01,Platinum
C00309,Brandon,Armstrong,xhernandez@example.org,Millerfort,ID,West,2022-04-04,Bronze
C00310,Anthony,Jackson,tiffany71@example.com,Ruizview,CO,Northeast,2026-01-22,Bronze
C00311,Paul,Watson,cwood@example.org,Scottview,IN,West,2023-09-19,Silver
C00312,Anne,Hernandez,millermaurice@example.net,Arellanoshire,IN,Midwest,2026-02-20,Bronze
C00313,Bruce,Hughes,rsheppard@example.com,South Kent,MO,Midwest,2021-09-22,Silver
C00314,Wayne,Lester,davidtodd@example.org,East Lindsey,DC,Northeast,2021-10-17,Bronze
C00315,Rodney,Mcneil,oharris@example.org,Luisland,CO,Midwest,2024-09-24,Platinum
C00316,Angela,Arnold,april09@example.net,Rodriguezberg,FL,South,2026-04-02,Bronze
C00317,Brianna,Chang,buckleyanna@example.org,Mikaylastad,FM,Midwest,2024-12-04,Silver
C00318,Joseph,Pena,rjohnson@example.com,New Charlotte,UT,South,2024-11-06,Bronze
C00319,Benjamin,Preston,hannah07@example.com,Andrewport,ME,West,2023-10-26,Bronze
C00320,Megan,Garrison,comptonjeremy@example.com,Schroedermouth,KY,Northeast,2024-12-22,Bronze
C00321,Cassidy,Davis,alewis@example.net,Malonestad,GU,Midwest,2021-11-28,Bronze
C00322,Zachary,Moore,jenna62@example.net,East Jamesborough,MP,West,2021-12-03,Bronze
C00323,John,Bryant,janet45@example.com,Reidville,TX,Midwest,2021-09-09,Gold
C00324,John,Burns,ethompson@example.net,Maxview,WA,Northeast,2022-03-14,Silver
C00325,Justin,Hughes,melissachan@example.org,Lake Jeffrey,IL,West,2023-09-21,Silver
C00326,Denise,Palmer,wellsdavid@example.org,East Johnnyport,VT,South,2023-10-10,Silver
C00327,Rodney,Bennett,stephen37@example.com,Silvatown,NY,South,2024-08-12,Silver
C00328,Anna,Wheeler,kenneth17@example.org,Vanessamouth,VI,West,2023-10-15,Unassigned
C00329,Jose,Dawson,jacob83@example.org,Guerreroberg,VA,West,2021-08-25,Silver
C00330,Diana,Bright,rebecca66@example.net,New Jeanshire,GU,West,2023-01-18,Bronze
C00331,Matthew,Reeves,qknox@example.com,Meganside,HI,West,2023-12-06,Gold
C00332,Connor,Anderson,jessica82@example.net,Destinybury,MI,South,2023-05-01,Gold
C00333,Julie,Parker,nathan94@example.com,South Brianshire,OR,Northeast,2022-01-14,Bronze
C00334,Thomas,Lee,dillonpatrick@example.com,Brownberg,DC,Northeast,2023-02-19,Platinum
C00335,Matthew,Benitez,tthomas@example.org,South Marvinburgh,MD,South,2021-12-04,Gold
C00336,Adam,Hill,barbaramoore@example.org,New Ryan,NE,Midwest,2024-11-11,Bronze
C00337,Roy,Woods,johnsonjames@example.com,West Katherinehaven,ID,Midwest,2021-08-01,Bronze
C00338,Erica,Sims,jeremywiley@example.com,North Patrick,OR,Northeast,2024-01-14,Gold
C00339,Gary,Colon,stacy78@example.net,Ryanberg,MA,South,2025-08-07,Bronze
C00340,Michael,Lopez,osmith@example.net,East Jessica,OR,South,2025-09-21,Silver
C00341,Gary,Richardson,missing_email@example.com,South Nancyview,WI,Northeast,2025-12-24,Bronze
C00342,Cindy,Wheeler,stanleydesiree@example.org,Lake Darrellmouth,MS,West,2022-06-25,Bronze
C00343,Amy,Wells,jamiejennings@example.org,Robertville,TN,Northeast,2025-11-09,Silver
C00344,Joseph,Obrien,robertroach@example.net,West Danielville,NM,Northeast,2023-02-14,Silver
C00345,Chelsea,Strickland,michaelortiz@example.org,New Tylerborough,UT,Northeast,2025-07-09,Silver
C00346,Mark,Smith,meadowsmary@example.net,Hernandezland,WI,Midwest,2025-10-13,Bronze
C00347,Charles,Cummings,dawn74@example.com,Williamsburgh,VI,West,2021-10-07,Silver
C00348,Melissa,Ward,ronald11@example.org,Port Devonburgh,MA,Midwest,2024-06-21,Silver
C00349,Patricia,Friedman,natalie15@example.com,North Richard,NH,Northeast,2023-09-29,Silver
C00350,Mary,Vaughn,pmarsh@example.org,East Heatherton,PR,Midwest,2022-10-15,Bronze
C00351,Dale,Pruitt,rpham@example.com,New Noah,MI,Northeast,2021-09-04,Bronze
C00352,Michelle,Hobbs,timothyfreeman@example.com,Williamsview,SD,Northeast,2024-02-08,Silver
C00353,Alexander,Oneill,tiffanysantiago@example.com,South Dorothybury,NJ,West,2024-05-16,Bronze
C00354,Elizabeth,Davidson,marygrant@example.net,North Dawnburgh,NY,South,2025-06-04,Bronze
C00355,Melissa,Booth,waltonmalik@example.com,Brentbury,OH,Midwest,2024-08-26,Gold
C00356,Richard,Young,kwallace@example.com,Port Vernonmouth,DE,Midwest,2025-08-30,Unassigned
C00357,Julie,Smith,jgutierrez@example.net,Port Christopherport,FM,West,2025-10-03,Bronze
C00358,Anna,Pena,xclements@example.org,Port Shawn,OH,Midwest,2025-06-15,Bronze
C00359,Jennifer,Cox,wwilson@example.net,North Matthew,MP,Northeast,2023-12-01,Bronze
C00360,Amy,Brooks,williamsfrank@example.org,Rodriguezborough,ID,West,2022-06-17,Unassigned
C00361,Sarah,Long,msummers@example.net,Danielchester,AZ,West,2022-06-24,Gold
C00362,Kelsey,Hayes,tamarasmith@example.net,New Savannahshire,NJ,Midwest,2025-10-03,Bronze
C00363,Kimberly,Kent,jessicaanderson@example.com,Williamfurt,MT,South,2023-07-18,Bronze
C00364,Joshua,Stuart,shawn22@example.com,Meganside,VI,Midwest,2024-02-07,Bronze
C00365,Jennifer,Walls,jamesweber@example.com,Samanthaberg,VT,West,2022-12-11,Silver
C00366,William,Benson,jennifer58@example.com,Craigside,LA,West,2025-01-09,Platinum
C00367,Lindsey,Mills,jamesbrian@example.org,West Karen,GA,Northeast,2023-11-14,Silver
C00368,Frances,Thomas,vaughnkenneth@example.net,West Lisaville,RI,South,2026-03-18,Silver
C00369,Michelle,Newton,missing_email@example.com,Youngport,UT,West,2021-10-30,Bronze
C00370,Sara,Hughes,tammy00@example.net,Jamesmouth,MP,West,2023-05-08,Silver
C00371,Rhonda,Bush,kari89@example.org,West Shane,TX,Midwest,2022-01-24,Silver
C00372,Jacob,Thompson,bennettroy@example.net,Davidshire,PR,Midwest,2023-08-08,Bronze
C00373,Adam,Owens,missing_email@example.com,North Eric,MD,Northeast,2021-11-12,Silver
C00374,Kim,Garrett,tracy98@example.com,Port Jasminehaven,IN,Northeast,2022-12-30,Bronze
C00375,Abigail,Hartman,robertherrera@example.org,Jeffreyborough,TN,Midwest,2024-04-03,Bronze
C00376,Mark,Carter,wbarajas@example.net,North Elizabethmouth,IA,South,2023-07-04,Gold
C00377,Susan,Fleming,patrick16@example.com,Angelhaven,GU,West,2024-08-14,Unassigned
C00378,Willie,Hicks,pwilliams@example.org,Willieville,GA,Midwest,2026-01-03,Silver
C00379,Amanda,Sims,ellenayala@example.net,Houstonborough,ND,Midwest,2025-02-18,Silver
C00380,Deborah,Case,andrewlove@example.org,North Brianview,OH,South,2022-01-11,Bronze
C00381,Bailey,Perez,rickey76@example.com,Andreville,ND,South,2021-06-25,Silver
C00382,Darlene,Montgomery,haynescharles@example.net,West Kristinport,PA,Midwest,2022-03-02,Gold
C00383,Juan,Mcintosh,qfoster@example.org,Moorebury,DC,South,2024-10-03,Bronze
C00384,Laura,Atkinson,susan24@example.net,Susantown,OH,West,2026-02-25,Gold
C00385,Donald,Williams,fmedina@example.com,Lake Judith,VA,Northeast,2024-05-10,Bronze
C00386,Jason,Whitehead,eugenewalker@example.com,North Howard,AS,West,2026-04-04,Gold
C00387,Melissa,York,enewman@example.com,West Coreyshire,NM,South,2024-03-30,Silver
C00388,Michael,Lambert,craigharvey@example.org,Toddmouth,RI,Northeast,2024-01-12,Bronze
C00389,Heather,Hernandez,lindsey62@example.org,Johnbury,VT,South,2025-02-20,Bronze
C00390,Joshua,Ward,natalie77@example.com,Tonyville,HI,Midwest,2022-02-16,Silver
C00391,Meagan,Trevino,patriciagonzalez@example.net,Lake Charlestown,PR,Midwest,2025-09-29,Silver
C00392,Crystal,Hess,nhammond@example.org,Amyside,NJ,South,2022-09-11,Bronze
C00393,Michael,Walker,dennis88@example.org,Coxtown,TN,Midwest,2023-06-19,Gold
C00394,Melanie,Drake,katherinetaylor@example.org,New Stacy,TN,Northeast,2022-09-04,Gold
C00395,Jill,Webb,billy73@example.org,Miketon,TN,Midwest,2023-03-11,Bronze
C00396,April,Moody,dharrison@example.org,Lake Mariohaven,SC,Northeast,2023-10-04,Bronze
C00397,Mary,Baker,nicholasgray@example.net,New Johnbury,NC,Midwest,2024-11-18,Silver
C00398,Michael,Parrish,msparks@example.org,South Gabriel,CA,Midwest,2025-10-22,Bronze
C00399,Dawn,Lewis,ericguzman@example.org,South Lisa,VA,West,2022-05-25,Silver
C00400,Timothy,Mendoza,brittanyholland@example.com,East Bradleyshire,OR,Midwest,2022-10-20,Unassigned
C00401,Dennis,Hunt,brianscott@example.org,Greeneshire,SC,Midwest,2021-08-03,Bronze
C00402,Natalie,Luna,stacey37@example.net,Dillonburgh,IN,Northeast,2024-12-04,Bronze
C00403,Carolyn,Norton,cindydixon@example.org,Sandrashire,CA,South,2023-05-22,Gold
C00404,Nicholas,Anderson,harrismichele@example.net,Serranoville,HI,West,2025-06-24,Bronze
C00405,Rachel,Greene,davisdonna@example.net,Port Erikachester,NC,Midwest,2025-01-04,Bronze
C00406,Mitchell,Williams,zperez@example.com,Bellshire,CT,South,2025-01-18,Silver
C00407,Dennis,Woods,reneemiller@example.net,Scotttown,VT,Midwest,2021-06-29,Silver
C00408,Becky,Wilson,brooksjamie@example.com,Coxberg,NE,South,2023-08-04,Bronze
C00409,Jose,Herrera,cheryl63@example.com,Whiteside,OH,West,2025-07-18,Silver
C00410,Jon,Parker,kim62@example.net,Lake Jerryburgh,CT,Midwest,2023-04-04,Bronze
C00411,William,Hartman,martintamara@example.org,Port Dustinchester,CO,Midwest,2021-12-23,Bronze
C00412,Jose,Wood,ramseysarah@example.com,Jenniferton,WI,West,2022-12-03,Bronze
C00413,Danielle,Gonzales,melissagalvan@example.net,Jameshaven,NC,Midwest,2023-05-27,Gold
C00414,Christina,Craig,john02@example.org,Kimberlystad,TN,Midwest,2024-10-16,Silver
C00415,Richard,Gonzalez,mclaughlincasey@example.org,Jessicaside,PW,South,2024-05-23,Gold
C00416,Michael,Ochoa,catherinelee@example.com,West Gregoryhaven,CT,Midwest,2026-03-08,Bronze
C00417,Charles,Phillips,prattsue@example.net,Heatherfurt,OK,West,2025-07-18,Silver
C00418,Kayla,Todd,lmaldonado@example.org,Wilsonland,MS,West,2023-04-22,Gold
C00419,Erica,Hall,robert58@example.net,Lake Marilynbury,LA,South,2022-03-22,Bronze
C00420,Raymond,Goodman,charles27@example.com,Jefferyshire,KY,Midwest,2022-12-26,Silver
C00421,Stacey,Vega,victorgonzalez@example.net,Port Joseph,IN,West,2023-02-26,Gold
C00422,Mary,Huff,eric11@example.org,Austinside,AZ,Midwest,2025-07-14,Silver
C00423,Nathan,Stewart,travis84@example.com,Port Barbara,AR,Northeast,2025-11-26,Silver
C00424,Lauren,Mendoza,shawphillip@example.net,South Tiffany,UT,South,2025-11-03,Bronze
C00425,Steve,Norris,craignicolas@example.org,Michaelview,HI,West,2026-02-05,Bronze
C00426,Jose,Adams,michael76@example.org,Haynesstad,MN,Northeast,2024-11-02,Bronze
C00427,Joshua,White,tiffanyparks@example.org,Lindaside,NE,West,2024-09-02,Gold
C00428,James,Marsh,thomassmith@example.com,Taylorhaven,ND,West,2024-02-12,Bronze
C00429,Kristen,Evans,rosshannah@example.org,Port Jonathan,MP,South,2022-04-02,Unassigned
C00430,Shannon,Cook,michael84@example.com,South Davidborough,OK,West,2026-05-01,Bronze
C00431,Debra,Ryan,michael87@example.net,Prestonfurt,RI,Midwest,2023-11-14,Gold
C00432,Steven,Frye,daniellemcfarland@example.com,Sweeneyland,CO,Midwest,2022-10-23,Bronze
C00433,Matthew,Edwards,jennifer96@example.com,Normanstad,WA,Midwest,2025-11-11,Bronze
C00434,Tammy,Gutierrez,melissamartinez@example.org,Shelbyland,IL,Midwest,2022-11-07,Silver
C00435,Randy,Davis,bkelley@example.com,North Joseberg,CO,West,2024-09-30,Gold
C00436,Kyle,Wright,scott22@example.net,North Austin,MI,Midwest,2024-03-13,Silver
C00437,Michelle,Mcdonald,amy28@example.org,Welchshire,NE,West,2025-11-19,Gold
C00438,Danielle,Ferguson,timothy31@example.com,Michaelview,FL,Midwest,2024-01-06,Bronze
C00439,Alex,Mills,mauriceharrison@example.org,Arroyofort,ME,West,2021-07-05,Bronze
C00440,Katie,Yates,laurakelley@example.org,Khanchester,MO,Midwest,2023-07-23,Bronze
C00441,Frank,Mclaughlin,oclayton@example.com,South Colleenhaven,WV,South,2023-09-29,Silver
C00442,Justin,Paul,robert12@example.org,Danielmouth,RI,South,2025-04-13,Silver
C00443,Joseph,Dean,malikhernandez@example.net,East Teresaport,KY,Northeast,2022-06-30,Unassigned
C00444,Jennifer,Acosta,christophersmith@example.org,Robertfort,MN,South,2025-05-17,Gold
C00445,Heidi,Johnson,bridgesstephanie@example.org,Kimberlyland,ND,West,2025-06-06,Bronze
C00446,Hunter,Huang,lisa01@example.net,South Kelsey,NV,Midwest,2023-07-14,Bronze
C00447,Joan,Johnson,gmoss@example.net,South Paul,ME,South,2024-03-06,Platinum
C00448,Eric,Chandler,kingdanielle@example.org,Paigeborough,DE,South,2023-06-10,Platinum
C00449,Cynthia,Nguyen,laurarichards@example.com,North Tanya,OR,Northeast,2025-06-22,Silver
C00450,Haley,Moore,wrightvincent@example.net,Sarahton,AR,Midwest,2024-06-15,Silver
C00451,Deanna,Miles,martinezjesse@example.net,Lindamouth,VA,Midwest,2023-01-27,Silver
C00452,Andrew,Gray,johnwilliams@example.net,Hansenside,UT,West,2025-08-07,Silver
C00453,James,Lopez,mario74@example.net,North Amanda,NV,Midwest,2023-12-12,Silver
C00454,Lori,Weaver,osmith@example.net,Grosstown,RI,Midwest,2024-07-12,Gold
C00455,Kimberly,Allen,barrettamber@example.com,New Felicia,WI,South,2026-02-14,Gold
C00456,Eric,Campbell,hdavidson@example.org,North Maryberg,HI,West,2021-09-12,Bronze
C00457,James,Washington,johnsondarlene@example.com,Foxshire,KS,South,2021-11-06,Bronze
C00458,Michael,Obrien,smithsamantha@example.net,Hebertland,NH,West,2021-12-12,Platinum
C00459,Michael,Paul,yshort@example.net,Port Christinahaven,AZ,Midwest,2022-01-11,Bronze
C00460,Mary,Miller,susandavis@example.net,New Paul,ID,Midwest,2025-11-27,Bronze
C00461,Diane,Hudson,angelagrant@example.net,Port Daniellestad,TX,South,2025-05-02,Gold
C00462,Jacqueline,Simmons,jacksonhenry@example.com,Dianeside,PA,Midwest,2025-03-14,Platinum
C00463,Sarah,Orr,megan66@example.net,Charleneshire,ND,Midwest,2023-04-02,Bronze
C00464,Nicholas,Pierce,michael77@example.com,Lake Austinport,PA,South,2021-07-27,Bronze
C00465,Zachary,Holder,adam33@example.com,Port Lynnview,PW,West,2026-02-21,Gold
C00466,William,Duncan,clintonstevens@example.org,West Michael,OR,South,2023-07-23,Gold
C00467,Jesse,Shepherd,duncanashley@example.org,Lake Markfort,HI,West,2025-08-02,Platinum
C00468,Margaret,Norris,larsonkevin@example.net,Millerton,PW,Northeast,2024-04-10,Silver
C00469,Michael,Montoya,hconrad@example.org,Lake Kimberlyfurt,AR,South,2024-01-09,Bronze
C00470,Alice,Flores,markwolfe@example.org,Lake Jessicafurt,NV,South,2026-04-29,Gold
C00471,William,Walker,kristie22@example.com,South Ashleyton,OH,West,2024-10-29,Silver
C00472,Jose,Ross,iayala@example.org,Hansenfort,MO,West,2026-04-17,Silver
C00473,James,Gilbert,johnadams@example.com,Gailshire,CO,Midwest,2022-05-22,Gold
C00474,Emily,Henderson,james59@example.net,Port Kevinstad,RI,South,2025-03-11,Silver
C00475,Cindy,Alexander,jamesbrooks@example.net,North Jodibury,RI,Northeast,2022-09-08,Bronze
C00476,Misty,Wilkins,cooperlinda@example.com,Ruizmouth,IL,West,2026-01-03,Silver
C00477,Jason,Payne,ana92@example.net,South Brandyhaven,AZ,West,2023-08-09,Bronze
C00478,George,Campbell,brian01@example.com,Elizabethstad,VI,West,2022-05-08,Silver
C00479,Andrew,Dillon,yhall@example.net,West Toddside,CO,South,2023-01-07,Bronze
C00480,James,Rasmussen,williamssandra@example.com,Tracyburgh,AK,West,2024-05-19,Bronze
C00481,Gabrielle,Kelly,joel84@example.org,Natashatown,OH,Northeast,2023-10-25,Bronze
C00482,Jeremiah,Peterson,fsandoval@example.net,Meyerbury,MT,West,2023-06-23,Bronze
C00483,Ashley,Simmons,renee57@example.net,East Denise,OR,Midwest,2026-01-13,Gold
C00484,Gabriella,Harris,missing_email@example.com,West Haley,MH,Northeast,2025-11-20,Silver
C00485,Renee,Jordan,dianacunningham@example.org,Carlosside,VA,Northeast,2022-06-09,Bronze
C00486,Jack,Franco,jessicacannon@example.com,Turnerview,FL,Northeast,2023-01-11,Bronze
C00487,Daniel,Lopez,catherine93@example.net,East Grace,MI,South,2022-02-08,Bronze
C00488,Hailey,Woods,xjoseph@example.org,Henryberg,GA,Midwest,2023-01-28,Silver
C00489,Jeremy,Ortiz,schaeferstephanie@example.org,Port James,HI,Midwest,2025-03-02,Unassigned
C00490,Michelle,Burns,michelle36@example.com,New Jillfurt,VA,South,2024-02-04,Silver
C00491,Phillip,Crosby,meyershannon@example.org,New Amanda,WA,South,2021-10-06,Silver
C00492,Angela,Black,leescott@example.com,Stevenchester,LA,Midwest,2021-11-23,Gold
C00493,Hannah,Mckee,cgallegos@example.org,East Kimberlyside,DC,Midwest,2024-10-10,Bronze
C00494,Robert,Hayes,shawnmosley@example.org,Davismouth,UT,South,2022-10-29,Gold
C00495,Jennifer,Martinez,mccarthycynthia@example.org,Acostahaven,RI,Midwest,2022-10-16,Bronze
C00496,Nicholas,James,rhondacunningham@example.net,East Misty,HI,Northeast,2021-11-13,Silver
C00497,Robert,Collins,lroberts@example.org,East Adam,WV,South,2023-08-02,Bronze
C00498,Alexander,Jimenez,astephens@example.net,Youngshire,TN,Northeast,2025-06-23,Bronze
C00499,Shawn,Ramos,sanchezamy@example.net,North Jack,AR,South,2024-05-26,Silver
C00500,Benjamin,Nash,mark10@example.org,Chaneyburgh,TX,Northeast,2023-11-07,Gold
C00501,Cheryl,Holt,tammycurry@example.com,North Kaylamouth,MN,South,2024-08-27,Bronze
C00502,Lori,Chang,carterdennis@example.net,Markchester,NC,Northeast,2023-03-20,Silver
C00503,Heather,Salazar,duncantiffany@example.net,South Jenniferport,NE,West,2024-02-15,Silver
C00504,Jordan,Andrews,sara99@example.com,Vasquezburgh,FM,West,2023-05-31,Gold
C00505,Jeanette,Krause,wilsonsteven@example.org,Port Christina,MT,West,2024-12-14,Bronze
C00506,Brandon,Bailey,alexharris@example.com,Kristyport,ME,Midwest,2025-09-28,Bronze
C00507,Andrea,Wang,jenningsmatthew@example.net,Port Gregorymouth,MP,West,2024-04-21,Bronze
C00508,Sandra,Mendoza,probles@example.org,Mooremouth,MH,Midwest,2025-12-31,Bronze
C00509,Paula,Ford,missing_email@example.com,Reillyton,MP,South,2025-11-11,Silver
C00510,Kevin,Hardy,angela03@example.net,Laurenstad,CA,West,2022-09-13,Bronze
C00511,Juan,Johnson,ksims@example.net,Lopezville,VI,South,2024-01-20,Silver
C00512,Janet,Edwards,nelsonchristopher@example.org,Shannonport,IL,Midwest,2025-11-24,Silver
C00513,Kevin,Rodriguez,stricklandrobin@example.com,Port Timothyhaven,FL,West,2023-01-18,Bronze
C00514,Matthew,Webb,kimberly21@example.net,East Jenny,NH,South,2024-09-23,Platinum
C00515,Jennifer,Boyd,collinsbradley@example.net,West Steventon,CT,Northeast,2025-11-10,Bronze
C00516,Katie,Reese,lanelarry@example.org,Jamesport,KY,Northeast,2025-12-16,Gold
C00517,Luis,Alexander,nelsoneric@example.org,New Anitaville,IL,South,2026-01-17,Bronze
C00518,Michael,Flores,sherrybrock@example.net,East Charles,RI,West,2024-04-24,Silver
C00519,Amber,Williams,ruizemma@example.org,Brownchester,MO,West,2022-12-15,Silver
C00520,Janet,Vance,missing_email@example.com,Jensenport,MA,Northeast,2023-02-12,Silver
C00521,Jennifer,Lambert,missing_email@example.com,Port Kathyshire,DC,Midwest,2022-03-22,Silver
C00522,Lisa,Gillespie,tdavis@example.net,Ruizbury,FL,South,2023-08-17,Bronze
C00523,Roberta,Myers,kristina57@example.com,North Thomasstad,NJ,Midwest,2025-05-10,Bronze
C00524,Megan,Campbell,cassandra28@example.org,Rothville,MD,Midwest,2026-02-28,Bronze
C00525,Debra,Sparks,amorales@example.org,New Erik,NJ,South,2024-09-11,Bronze
C00526,Carl,Clark,bmueller@example.net,Amybury,HI,Northeast,2022-02-04,Silver
C00527,Jodi,Joseph,mwilson@example.com,Angelamouth,HI,Northeast,2024-01-20,Bronze
C00528,Stephanie,Jones,jenningscandace@example.com,Troyton,CO,West,2023-04-14,Unassigned
C00529,Lisa,Clay,shermandonna@example.com,Petershire,NV,Northeast,2023-02-04,Bronze
C00530,Jamie,Rich,ashley46@example.net,Veronicashire,AL,West,2025-10-09,Silver
C00531,Richard,Anderson,bryan80@example.org,Danielport,VI,Midwest,2021-09-11,Bronze
C00532,Joe,Park,missing_email@example.com,Garrettfurt,MO,Midwest,2024-09-04,Bronze
C00533,Ryan,Clark,thomaslopez@example.com,Maryberg,LA,West,2022-07-02,Silver
C00534,Dennis,Jones,thomasnicole@example.net,Proctorberg,CO,West,2022-08-07,Bronze
C00535,Dawn,Perry,senglish@example.net,Hansonmouth,NY,South,2025-01-14,Bronze
C00536,Andrea,Cole,jeremiah69@example.org,Bradfordbury,VT,Midwest,2025-09-12,Gold
C00537,Joseph,House,arthur09@example.com,Danielfort,UT,Midwest,2022-02-10,Silver
C00538,Douglas,Simon,missing_email@example.com,Stevenland,NC,Midwest,2022-03-08,Unassigned
C00539,John,Mccoy,suttonamber@example.net,Chloemouth,ND,West,2021-07-10,Bronze
C00540,Taylor,Hunt,vberry@example.com,Susanport,LA,South,2022-11-09,Bronze
C00541,Austin,Livingston,jessica94@example.org,Laneshire,AR,Midwest,2023-11-30,Bronze
C00542,Lisa,Weber,todd28@example.org,Johnathanview,KY,South,2023-08-14,Bronze
C00543,Alexis,Rodriguez,reneestevenson@example.net,Woodburgh,KS,West,2023-06-10,Platinum
C00544,Todd,Lloyd,cooperchristopher@example.org,Port Tyler,MT,West,2024-09-09,Bronze
C00545,John,Alexander,jasonnavarro@example.com,Lake Josephville,AR,South,2022-11-09,Silver
C00546,Steven,Alvarez,missing_email@example.com,Reeseside,IN,Northeast,2024-08-29,Bronze
C00547,Frances,Price,dustin60@example.com,Reyesmouth,NC,Midwest,2021-10-12,Bronze
C00548,Connor,Schmidt,stephanie69@example.net,Matthewview,AS,Northeast,2022-04-08,Unassigned
C00549,Jonathan,Silva,vmejia@example.org,New Matthew,UT,South,2022-12-17,Bronze
C00550,Lawrence,Smith,deckeralexander@example.org,Lake Seanbury,VA,South,2023-11-04,Bronze
C00551,Johnathan,Johnson,brownbrooke@example.org,Lake Susanland,PR,South,2022-07-15,Silver
C00552,Nicholas,Gallagher,pauladominguez@example.com,Stevenland,SC,Northeast,2025-04-15,Silver
C00553,Sandra,Hill,qschwartz@example.com,Fernandoland,KY,West,2021-12-17,Bronze
C00554,Patrick,Cook,missing_email@example.com,West Stephanieview,HI,Midwest,2025-03-06,Gold
C00555,Chad,Krause,chelseywhite@example.com,East Amberchester,IL,West,2022-05-03,Bronze
C00556,Rita,Baldwin,johnsonchad@example.net,Kimberlytown,MH,South,2025-08-31,Silver
C00557,Eduardo,Bowman,ortegajoseph@example.net,Rebeccashire,AL,West,2025-10-25,Unassigned
C00558,Jasmine,Wise,ugraham@example.org,North Patrick,UT,Midwest,2025-07-13,Unassigned
C00559,David,Nichols,mathew46@example.org,West Amandamouth,CO,South,2025-05-05,Gold
C00560,Kathleen,Roberts,gregorywilliams@example.com,West Heather,MH,Midwest,2022-05-04,Silver
C00561,Crystal,Howard,mccluresamuel@example.org,North James,VA,South,2023-06-17,Platinum
C00562,Tracy,Brown,victor70@example.org,Brianton,MO,West,2022-06-09,Gold
C00563,Jason,Valdez,ibentley@example.org,North Benjamin,FL,Northeast,2025-08-03,Bronze
C00564,Desiree,Ruiz,sanchezdeborah@example.org,Lake Brendan,ME,West,2022-04-05,Bronze
C00565,Stephen,Jackson,meyersdaniel@example.com,North Linda,NE,South,2024-04-20,Bronze
C00566,Lisa,Hendrix,rnguyen@example.net,West Mary,WY,West,2023-03-31,Platinum
C00567,Kathryn,Watkins,bryan42@example.com,Lake Mitchell,GA,West,2025-02-28,Bronze
C00568,John,Perkins,craigboone@example.net,Stricklandtown,FM,Northeast,2025-07-28,Silver
C00569,Christopher,Smith,mannbrittney@example.com,Steelefort,UT,South,2022-07-06,Silver
C00570,Jamie,Bowman,ljenkins@example.net,New Hectorfort,RI,West,2022-03-07,Gold
C00571,Courtney,Patton,missing_email@example.com,Robertside,IA,Northeast,2023-01-24,Silver
C00572,David,Moreno,montgomerymichelle@example.net,South Kaylee,TN,South,2023-03-15,Gold
C00573,Joshua,Lee,ginaschmitt@example.com,Thompsonton,AR,South,2024-07-12,Bronze
C00574,Justin,Hamilton,christina70@example.org,New Gregorytown,NM,Northeast,2025-10-23,Bronze
C00575,Darren,Jacobson,uwatkins@example.com,Lake Erica,MD,Midwest,2023-05-22,Silver
C00576,Kimberly,Nguyen,youngrobert@example.org,Vanceland,NJ,Midwest,2025-07-21,Silver
C00577,Brian,Graham,sarahgibson@example.com,Derekborough,SC,Midwest,2024-06-25,Bronze
C00578,Theresa,Harris,antoniocarroll@example.com,North Melissa,NH,Midwest,2024-12-27,Bronze
C00579,George,Cooper,cassandra92@example.net,North Robert,NC,South,2025-08-04,Bronze
